Paper Title,Number_of_Hallmarks,Total_Score,Primary_Hallmark,Primary_Hallmark_Score,Is_Aging_Related
"Sirtuins and their influence on autophagy",2,1.869043,"disabled macroautophagy",0.957416,Yes
"MitoQ alleviates hippocampal damage after cerebral ischemia: The potential role of SIRT6 in regulating mitochondrial dysfunction and neuroinflammation",2,0.823597,"mitochondrial dysfunction",0.633674,Yes
"Epithelial SIRT6 governs IL-17A pathogenicity and drives allergic airway inflammation and remodeling",2,3.391508,"epigenetic alterations",2.672583,Yes
"Sirtuins mediate mitochondrial quality control mechanisms: a novel therapeutic target for osteoporosis",2,3.352967,"epigenetic alterations",2.059080,Yes
"Putative tumor suppression function of SIRT6 in endometrial cancer",1,1.494221,"epigenetic alterations",1.494221,Yes
"Mammalian target of rapamycin complex 2 (mTORC2) controls glycolytic gene expression by regulating Histone H3 Lysine 56 acetylation",0,0.000000,"None",0.000000,No
"SIRT6 Is a Target of Regulation by UBE3A That Contributes to Liver Tumorigenesis in an ANXA2-Dependent Manner",2,1.882033,"epigenetic alterations",1.623328,Yes
"SIRT6 inhibits colorectal cancer stem cell proliferation by targeting CDC25A",2,1.644480,"epigenetic alterations",1.199769,Yes
"Long‐term repopulation of aged bone marrow stem cells using young Sca‐1 cells promotes aged heart rejuvenation",3,1.512758,"stem cell exhaustion",0.736341,Yes
"Sirtuin 6 attenuates epithelial–mesenchymal transition by suppressing the TGF-β1/Smad3 pathway and c-Jun in asthma models",1,0.683547,"epigenetic alterations",0.683547,Yes
"Daphnetin Attenuated Cisplatin-Induced Acute Nephrotoxicity With Enhancing Antitumor Activity of Cisplatin by Upregulating SIRT1/SIRT6-Nrf2 Pathway",2,1.266461,"mitochondrial dysfunction",0.765353,Yes
"Lycorine hydrochloride suppresses stress‐induced premature cellular senescence by stabilizing the genome of human cells",1,0.724882,"cellular senescence",0.724882,Yes
"Inhibition of cell invasion and migration by targeting matrix metalloproteinase-9 expression via sirtuin 6 silencing in human breast cancer cells",1,0.527696,"epigenetic alterations",0.527696,Yes
"SIRT6 Prevents Glucocorticoid‐Induced Osteonecrosis of the Femoral Head in Rats",0,0.000000,"None",0.000000,No
"Deubiquitinase Ubiquitin‐Specific Protease 10 Deficiency Regulates Sirt6 signaling and Exacerbates Cardiac Hypertrophy",1,0.656417,"loss of proteostasis",0.656417,Yes
"Paternal heat exposure causes<scp>DNA</scp>methylation and gene expression changes of<i>Stat3</i>in Wild guinea pig sons",1,1.967610,"epigenetic alterations",1.967610,Yes
"SIRT6 promotes osteogenic differentiation of mesenchymal stem cells through BMP signaling",2,1.526317,"epigenetic alterations",1.055742,Yes
"Metabolic Reprogramming by 3-Iodothyronamine (T1AM): A New Perspective to Reverse Obesity through Co-Regulation of Sirtuin 4 and 6 Expression",2,0.948571,"epigenetic alterations",0.664259,Yes
"PKCζ Phosphorylates SIRT6 to Mediate Fatty Acid β-Oxidation in Colon Cancer Cells",0,0.000000,"None",0.000000,No
"SIRT6 Suppresses NFATc4 Expression and Activation in Cardiomyocyte Hypertrophy",1,2.281688,"epigenetic alterations",2.281688,Yes
"The protective effect of hydroxytyrosol acetate against inflammation of vascular endothelial cells partly through the SIRT6-mediated PKM2 signaling pathway",3,1.419859,"chronic inflammation",0.716593,Yes
"Nucleus distribution of cathepsin B in senescent microglia promotes brain aging through degradation of sirtuins",2,0.930100,"disabled macroautophagy",0.588979,Yes
"Sirt6 protects cardiomyocytes against doxorubicin-induced cardiotoxicity by inhibiting P53/Fas-dependent cell death and augmenting endogenous antioxidant defense mechanisms",2,2.522312,"epigenetic alterations",1.796912,Yes
"Deacetylation of Ku70 by SIRT6 attenuates Bax-mediated apoptosis in hepatocellular carcinoma",2,2.199654,"epigenetic alterations",2.125797,Yes
"Luteolin suppresses TNF‑α‑induced inflammatory injury and senescence of nucleus pulposus cells via the Sirt6/NF‑κB pathway",0,0.000000,"None",0.000000,No
"The histone deacetylase SIRT6 promotes glycolysis through the HIF-1α/HK2 signaling axis and induces erlotinib resistance in non-small cell lung cancer",1,0.618914,"epigenetic alterations",0.618914,Yes
"SIRT6 is an epigenetic repressor of thoracic aortic aneurysms via inhibiting inflammation and senescence",4,3.688864,"epigenetic alterations",1.854837,Yes
"Targeting sirtuins for cancer therapy: epigenetics modifications and beyond",1,0.963764,"epigenetic alterations",0.963764,Yes
"Coupling circadian rhythms of metabolism and chromatin remodelling",1,2.670413,"epigenetic alterations",2.670413,Yes
"Sublethal responses to ammonia exposure in the endangered delta smelt; Hypomesus transpacificus (Fam. Osmeridae)",0,0.000000,"None",0.000000,No
"Sirt6 regulates dendritic cell differentiation, maturation, and function",0,0.000000,"None",0.000000,No
"SIRT6 polymorphism rs117385980 is associated with longevity and healthy aging in Finnish men",1,0.467545,"epigenetic alterations",0.467545,Yes
"Association of sirtuins with clinicopathological parameters and overall survival in gastric cancer",1,3.094708,"epigenetic alterations",3.094708,Yes
"Roles of Nmnat1 in the survival of retinal progenitors through the regulation of pro-apoptotic gene expression via histone acetylation",1,0.930041,"epigenetic alterations",0.930041,Yes
"SIRT6 as a potential target for treating insulin resistance",1,0.545466,"deregulated nutrient sensing",0.545466,Yes
"Effects of Piceatannol and Resveratrol on Sirtuins and Hepatic Inflammation in High-Fat Diet-Fed Mice",3,1.511861,"mitochondrial dysfunction",0.559974,Yes
"The SIRT6-Autophagy-Warburg Effect Axis in Papillary Thyroid Cancer",2,0.776144,"disabled macroautophagy",0.776144,Yes
"Gene Expression Profiling of Multiple Histone Deacetylases (HDAC) and Its Correlation with NRF2-Mediated Redox Regulation in the Pathogenesis of Diabetic Foot Ulcers",2,2.632173,"epigenetic alterations",2.141153,Yes
"Targeting DNA Damage Repair Functions of Two Histone Deacetylases, HDAC8 and SIRT6, Sensitizes Acute Myeloid Leukemia to NAMPT Inhibition",1,1.195965,"genome instability",1.195965,Yes
"Sirtuin 6 regulates macrophage polarization to alleviate sepsis-induced acute respiratory distress syndrome via dual mechanisms dependent on and independent of autophagy",2,1.265847,"disabled macroautophagy",0.768438,Yes
"Pharmacophore model of the quercetin binding site of the SIRT6 protein",0,0.000000,"None",0.000000,No
"Overexpression of Sirt6 is a novel biomarker of malignant human colon carcinoma",1,0.554227,"epigenetic alterations",0.554227,Yes
"Molecular docking analysis of candidate compounds derived from medicinal plants with type 2 diabetes mellitus targets",0,0.000000,"None",0.000000,No
"SIRT6 cooperates with SIRT5 to regulate bovine preadipocyte differentiation and lipid metabolism via the AMPKα signaling pathway",1,0.540140,"deregulated nutrient sensing",0.540140,Yes
"LncRNA SNHG12 alleviates hypertensive vascular endothelial injury through miR-25-3p/SIRT6 pathway",0,0.000000,"None",0.000000,No
"The selective degradation of sirtuins via macroautophagy in the MPP+ model of Parkinson’s disease is promoted by conserved oxidation sites",1,0.772008,"disabled macroautophagy",0.772008,Yes
"Identification of TRA2B-DNAH5 fusion as a novel oncogenic driver in human lung squamous cell carcinoma",0,0.000000,"None",0.000000,No
"Pivotal role of Sirt6 in the crosstalk among ageing, metabolic syndrome and osteoarthritis",3,2.314970,"epigenetic alterations",1.110660,Yes
"Investigate correlation between mechanical property and aging biomarker in passaged human dermal fibroblasts",1,0.793564,"intercellular communication",0.793564,Yes
"Over Expression of Wild Type or a Catalytically Dead Mutant of SIRTUIN 6 Does Not Influence NFκB Responses",2,4.960012,"epigenetic alterations",4.434841,Yes
"SIRT6/NF-κB signaling axis in ginsenoside Rg1-delayed hematopoietic stem/progenitor cell senescence.",2,2.066479,"stem cell exhaustion",1.245052,Yes
"MYC upregulated LINC00319 promotes human acute myeloid leukemia (AML) cells growth through stabilizing SIRT6",0,0.000000,"None",0.000000,No
"Sirtuins’ Deregulation in Bladder Cancer: SIRT7 Is Implicated in Tumor Progression through Epithelial to Mesenchymal Transition Promotion",1,1.293090,"epigenetic alterations",1.293090,Yes
"Effects of galloflavin and ellagic acid on sirtuin 6 and its anti-tumorigenic activities",1,2.174794,"epigenetic alterations",2.174794,Yes
"SIRT6‑specific inhibitor OSS‑128167 exacerbates diabetic cardiomyopathy by aggravating inflammation and oxidative stress",3,1.942366,"mitochondrial dysfunction",0.756109,Yes
"Loss of Vascular Endothelial Growth Factor A (VEGFA) Isoforms in Granulosa Cells Using pDmrt-1-Cre or Amhr2-Cre Reduces Fertility by Arresting Follicular Development and by Reducing Litter Size in Female Mice",0,0.000000,"None",0.000000,No
"Differential effects of binge methamphetamine injections on the mRNA expression of histone deacetylases (HDACs) in the rat striatum",1,1.477121,"epigenetic alterations",1.477121,Yes
"The NAD+-dependent deacetylase, Bifidobacterium longum Sir2 in response to oxidative stress by deacetylating SigH (σH) and FOXO3a in Bifidobacterium longum and HEK293T cell respectively",2,3.067960,"epigenetic alterations",1.948318,Yes
"SIRT6 Acts as a Negative Regulator in Dengue Virus-Induced Inflammatory Response by Targeting the DNA Binding Domain of NF-κB p65",2,1.264514,"chronic inflammation",0.809561,Yes
"Upregulating sirtuin 6 ameliorates glycolysis, EMT and distant metastasis of pancreatic adenocarcinoma with krüppel-like factor 10 deficiency",2,1.179507,"epigenetic alterations",1.069360,Yes
"SIRT6 in Vascular Diseases, from Bench to Bedside",1,3.856896,"epigenetic alterations",3.856896,Yes
"Buffalo Milk Whey Activates Necroptosis and Apoptosis in a Xenograft Model of Colorectal Cancer",0,0.000000,"None",0.000000,No
"Decreased Enterobacteriaceae translocation due to gut microbiota remodeling mediates the alleviation of premature aging by a high‐fat diet",3,2.518779,"dysbiosis",1.535539,Yes
"AG-690/11026014, a novel PARP-1 inhibitor, protects cardiomyocytes from AngII-induced hypertrophy",2,0.939821,"epigenetic alterations",0.491111,Yes
"Biochemical Characterization of Sirtuin 6 in the Brain and Its Involvement in Oxidative Stress Response",2,1.815426,"epigenetic alterations",1.321404,Yes
"Hexokinase 2 and nuclear factor erythroid 2–related factor 2 transcriptionally coactivate xanthine oxidoreductase expression in stressed glioma cells",0,0.000000,"None",0.000000,No
"Elucidating molecular events underlying topography mediated cardiomyogenesis of stem cells on 3D nanofibrous scaffolds",1,0.594720,"stem cell exhaustion",0.594720,Yes
"Sirtuin6 inhibits <i>c</i>‐triggered inflammation through TLR4 abrogation regulated by ROS and TRPV1/CGRP",1,0.692523,"chronic inflammation",0.692523,Yes
"Establishment of a SVM classifier to predict recurrence of ovarian cancer",0,0.000000,"None",0.000000,No
"Fluvastatin activates sirtuin 6 to regulate sterol regulatory element-binding proteins and AMP-activated protein kinase in HepG2 cells",2,1.817122,"epigenetic alterations",1.102619,Yes
"Relationship between senescence in macaques and bone marrow mesenchymal stem cells and the molecular mechanism",2,1.179676,"cellular senescence",0.700112,Yes
"MiR-128 inhibits the osteogenic differentiation in osteoporosis by down-regulating SIRT6 expression",0,0.000000,"None",0.000000,No
"FGFR4 Inhibitor BLU9931 Attenuates Pancreatic Cancer Cell Proliferation and Invasion While Inducing Senescence: Evidence for Senolytic Therapy Potential in Pancreatic Cancer",0,0.000000,"None",0.000000,No
"Alternative Splicing Increases Sirtuin Gene Family Diversity and Modulates Their Subcellular Localization and Function",1,1.264030,"epigenetic alterations",1.264030,Yes
"Kaempferol and Apigenin suppresses the stemness properties of TNBC cells by modulating Sirtuins",1,1.261848,"epigenetic alterations",1.261848,Yes
"Inhibition of AKT induces p53/SIRT6/PARP1-dependent parthanatos to suppress tumor growth",0,0.000000,"None",0.000000,No
"Sirtuins in Hematological Aging and Malignancy",4,3.679083,"epigenetic alterations",1.481288,Yes
"Zebrafish as a Model Organism to Evaluate Drugs Potentially Able to Modulate Sirtuin Expression",1,0.840307,"epigenetic alterations",0.840307,Yes
"Effects of hyperglycemia and aging on nuclear sirtuins and DNA damage of mouse hepatocytes",3,5.692879,"epigenetic alterations",4.159462,Yes
"Tissue-specific gene expression and fasting regulation of sirtuin family in gilthead sea bream (Sparus aurata)",1,2.403677,"epigenetic alterations",2.403677,Yes
"Sirtuin4 suppresses the anti‐neuroinflammatory activity of infiltrating regulatory T cells in the traumatically injured spinal cord",2,0.890684,"deregulated nutrient sensing",0.493031,Yes
"Valdecoxib attenuates lipid-induced hepatic steatosis through autophagy-mediated suppression of endoplasmic reticulum stress",4,2.412938,"loss of proteostasis",0.750775,Yes
"Sirt6 inhibits vascular endothelial cell pyroptosis by regulation of the Lin28b/let-7 pathway in atherosclerosis",2,1.686133,"epigenetic alterations",1.052847,Yes
"Downregulation of <i>SIRT6</i> is associated with poor prognosis in patients with non-small cell lung cancer",1,1.092009,"epigenetic alterations",1.092009,Yes
"Evidence for excessive osteoclast activation in SIRT6 null mice",1,1.019859,"epigenetic alterations",1.019859,Yes
"Targeting anti‐aging protein sirtuin (Sirt) in the diagnosis of idiopathic pulmonary fibrosis",2,2.997759,"epigenetic alterations",2.407410,Yes
"microRNA-4532 inhibition protects human lens epithelial cells from ultra-violet-induced oxidative injury via activating SIRT6-Nrf2 signaling",1,0.487836,"epigenetic alterations",0.487836,Yes
"Sirtuins and SIRT6 in Carcinogenesis and in Diet",3,3.397174,"genome instability",1.502906,Yes
"Sirt6 attenuates hypoxia‐induced tubular epithelial cell injury via targeting G2/M phase arrest",2,1.547022,"epigenetic alterations",1.107274,Yes
"A high‐fat diet reverses metabolic disorders and premature aging by modulating insulin and IGF1 signaling in SIRT6 knockout mice",2,1.831950,"epigenetic alterations",1.385513,Yes
"<scp>MiR</scp>‐370 accelerated cerebral ischemia reperfusion injury via targeting <scp>SIRT6</scp> and regulating Nrf2/<scp>ARE</scp> signal pathway",0,0.000000,"None",0.000000,No
"Low Glucose–Induced Overexpression of <i>HOXC-AS3</i> Promotes Metabolic Reprogramming of Breast Cancer",0,0.000000,"None",0.000000,No
"<scp>SIRT6</scp> promotes mitochondrial fission and subsequent cellular invasion in ovarian cancer",2,1.800531,"epigenetic alterations",1.380215,Yes
"Sirt6 deficiency contributes to mitochondrial fission and oxidative damage in podocytes via <scp>ROCK1‐Drp1</scp> signalling pathway",1,0.273353,"mitochondrial dysfunction",0.273353,Yes
"Short-term calorie restriction activates SIRT1–4 and -7 in cardiomyocytes in vivo and in vitro",1,1.974988,"epigenetic alterations",1.974988,Yes
